machineid;timestamp;mode
G552-2387;2020-06-08 08:45:50.786+00;JOG - Manual
G552-2387;2020-06-08 08:46:12.942+00;Automatic
G552-2387;2020-06-08 09:14:45.442+00;JOG - Manual
G552-2387;2020-06-08 09:20:41.474+00;Automatic
G552-2387;2020-06-08 09:32:07.068+00;JOG - Manual
G552-2387;2020-06-08 09:33:49.006+00;Automatic
G552-2387;2020-06-08 11:57:42.412+00;JOG - Manual
G552-2387;2020-06-08 12:01:40.1+00;Automatic
G552-2387;2020-06-08 12:14:03.943+00;JOG - Manual
G552-2387;2020-06-08 12:35:37.115+00;Automatic
G552-2387;2020-06-08 12:36:22.709+00;JOG - Manual
G552-2387;2020-06-08 12:41:59.397+00;MDA/MDI
G552-2387;2020-06-08 12:42:35.193+00;JOG - Manual
G552-2387;2020-06-08 12:42:44.553+00;Automatic
G552-2387;2020-06-08 12:43:16.834+00;JOG - Manual
G552-2387;2020-06-08 12:44:31.006+00;MDA/MDI
G552-2387;2020-06-08 12:45:55.803+00;JOG - Manual
G552-2387;2020-06-08 12:59:54.537+00;Automatic
G552-2387;2020-06-08 13:10:59.506+00;JOG - Manual
G552-2387;2020-06-08 13:12:51.1+00;Automatic
G552-2387;2020-06-08 13:15:26.912+00;JOG - Manual
G552-2387;2020-06-08 14:36:40.225+00;Automatic
G552-2387;2020-06-08 14:38:26.772+00;JOG - Manual
G552-2387;2020-06-08 14:38:45.678+00;Automatic
G552-2387;2020-06-08 14:47:06.662+00;JOG - Manual
G552-2387;2020-06-08 14:53:21.318+00;Automatic
G552-2387;2020-06-08 14:53:33.193+00;JOG - Manual
G552-2387;2020-06-08 14:53:55.178+00;Automatic
G552-2387;2020-06-08 15:30:08.068+00;JOG - Manual
G552-2387;2020-06-08 15:43:42.443+00;Automatic
G552-2387;2020-06-08 15:44:23.803+00;JOG - Manual
G552-2387;2020-06-08 15:46:19.1+00;Automatic
G552-2387;2020-06-08 15:51:14.537+00;JOG - Manual
G552-2387;2020-06-08 15:53:06.506+00;Automatic
G552-2387;2020-06-08 16:00:00.834+00;JOG - Manual
G552-2387;2020-06-08 17:29:11.397+00;Automatic
G552-2387;2020-06-08 17:36:43.256+00;JOG - Manual
G552-2387;2020-06-08 18:01:48.728+00;Automatic
G552-2387;2020-06-08 18:12:11.196+00;JOG - Manual
G552-2387;2020-06-08 18:12:25.212+00;Automatic
G552-2387;2020-06-08 19:19:24.358+00;JOG - Manual
G552-2387;2020-06-08 19:25:48.326+00;Automatic
G552-2387;2020-06-08 19:37:21.358+00;JOG - Manual
G552-2387;2020-06-08 19:39:20.951+00;Automatic
G552-2387;2020-06-08 19:42:24.608+00;JOG - Manual
G552-2387;2020-06-08 19:47:25.811+00;Automatic
G552-2387;2020-06-08 19:53:02.186+00;JOG - Manual
G552-2387;2020-06-08 19:57:48.686+00;Automatic
G552-2387;2020-06-08 19:58:53.201+00;MDA/MDI
G552-2387;2020-06-08 19:59:21.686+00;Automatic
G552-2387;2020-06-08 20:04:46.03+00;JOG - Manual
G552-2387;2020-06-08 20:29:10.842+00;Automatic
G552-2387;2020-06-08 21:53:20.748+00;JOG - Manual
G552-2387;2020-06-08 21:54:33.264+00;Automatic
G552-2387;2020-06-09 11:16:35.422+00;JOG - Manual
G552-2387;2020-06-09 11:17:03.657+00;Automatic
G552-2387;2020-06-09 11:24:26.282+00;JOG - Manual
G552-2387;2020-06-09 11:24:46.563+00;Automatic
G552-2387;2020-06-09 11:24:50.282+00;JOG - Manual
G552-2387;2020-06-09 11:53:52.954+00;MDA/MDI
G552-2387;2020-06-09 11:54:14.032+00;JOG - Manual
G552-2387;2020-06-09 11:54:23.157+00;Automatic
G552-2387;2020-06-09 13:07:41.891+00;JOG - Manual
G552-2387;2020-06-09 13:18:12.313+00;Automatic
G552-2387;2020-06-09 13:30:24.922+00;JOG - Manual
G552-2387;2020-06-09 13:50:32.579+00;Automatic
G552-2387;2020-06-09 15:52:16.141+00;JOG - Manual
G552-2387;2020-06-09 15:52:29.282+00;Automatic
G552-2387;2020-06-09 17:09:12.172+00;JOG - Manual
G552-2387;2020-06-09 17:51:06.672+00;Automatic
G552-2387;2020-06-09 17:57:57.719+00;JOG - Manual
G552-2387;2020-06-09 17:59:50.141+00;Automatic
G552-2387;2020-06-09 18:19:06.422+00;JOG - Manual
G552-2387;2020-06-09 19:50:41.593+00;Automatic
G552-2387;2020-06-09 19:52:06.655+00;JOG - Manual
G552-2387;2020-06-09 19:55:03.734+00;Automatic
G552-2387;2020-06-09 20:02:28.015+00;JOG - Manual
G552-2387;2020-06-09 20:03:45.124+00;Automatic
G552-2387;2020-06-09 20:12:05.39+00;JOG - Manual
G552-2387;2020-06-09 20:17:49.546+00;Automatic
G552-2387;2020-06-09 20:28:05.015+00;JOG - Manual
G552-2387;2020-06-09 21:05:00.562+00;Automatic
G552-2387;2020-06-09 21:14:00.609+00;JOG - Manual
G552-2387;2020-06-09 21:19:28.015+00;Automatic
G552-2387;2020-06-09 21:26:24.577+00;JOG - Manual
G552-2387;2020-06-09 21:29:43.593+00;Automatic
G552-2387;2020-06-09 21:36:03.624+00;JOG - Manual
G552-2387;2020-06-09 21:42:05.077+00;Automatic
G552-2387;2020-06-09 21:52:07.89+00;JOG - Manual
G552-2387;2020-06-09 21:54:02.671+00;Automatic
G552-2387;2020-06-09 21:59:00.999+00;JOG - Manual
G552-2387;2020-06-09 22:01:51.484+00;Automatic
G552-2387;2020-06-09 22:07:57.296+00;JOG - Manual
G552-2387;2020-06-09 22:14:52.046+00;Automatic
G552-2387;2020-06-09 22:23:41.749+00;JOG - Manual
G552-2387;2020-06-09 22:26:44.421+00;Automatic
G552-2387;2020-06-09 22:35:32.999+00;JOG - Manual
G552-2387;2020-06-09 22:39:02.687+00;Automatic
G552-2387;2020-06-09 22:51:28.905+00;JOG - Manual
G552-2387;2020-06-10 01:02:55.812+00;MDA/MDI
G552-2387;2020-06-10 01:02:59.53+00;JOG - Manual
G552-2387;2020-06-10 01:34:07.405+00;Automatic
G552-2387;2020-06-10 01:38:34.874+00;JOG - Manual
G552-2387;2020-06-10 01:39:17.062+00;Automatic
G552-2387;2020-06-10 01:50:11.484+00;MDA/MDI
G552-2387;2020-06-10 01:50:15.655+00;JOG - Manual
G552-2387;2020-06-10 01:51:03.874+00;Automatic
G552-2387;2020-06-10 02:02:31.64+00;JOG - Manual
G552-2387;2020-06-10 02:03:01.312+00;Automatic
G552-2387;2020-06-10 02:06:43.718+00;JOG - Manual
G552-2387;2020-06-10 02:09:44.812+00;Automatic
G552-2387;2020-06-10 02:13:45.968+00;JOG - Manual
G552-2387;2020-06-10 02:14:15.905+00;MDA/MDI
G552-2387;2020-06-10 02:14:19.468+00;JOG - Manual
G552-2387;2020-06-10 02:15:03.734+00;Automatic
G552-2387;2020-06-10 02:15:36.155+00;JOG - Manual
G552-2387;2020-06-10 02:19:03.702+00;MDA/MDI
G552-2387;2020-06-10 02:19:11.234+00;JOG - Manual
G552-2387;2020-06-10 02:21:59.484+00;MDA/MDI
G552-2387;2020-06-10 02:22:02.812+00;JOG - Manual
G552-2387;2020-06-10 02:25:19.734+00;MDA/MDI
G552-2387;2020-06-10 02:25:23.749+00;JOG - Manual
G552-2387;2020-06-10 02:29:39.609+00;MDA/MDI
G552-2387;2020-06-10 02:29:43.796+00;JOG - Manual
G552-2387;2020-06-10 02:31:55.734+00;MDA/MDI
G552-2387;2020-06-10 02:31:59.124+00;JOG - Manual
G552-2387;2020-06-10 02:35:27.577+00;MDA/MDI
G552-2387;2020-06-10 02:35:34.155+00;JOG - Manual
G552-2387;2020-06-10 02:37:43.655+00;MDA/MDI
G552-2387;2020-06-10 02:44:14.499+00;JOG - Manual
G552-2387;2020-06-10 02:59:03.532+00;MDA/MDI
G552-2387;2020-06-10 02:59:09.298+00;JOG - Manual
G552-2387;2020-06-10 03:01:55.126+00;Automatic
G552-2387;2020-06-10 03:02:02.814+00;JOG - Manual
G552-2387;2020-06-10 03:04:03.939+00;Automatic
G552-2387;2020-06-10 03:04:26.407+00;JOG - Manual
G552-2387;2020-06-10 03:32:39.907+00;Automatic
G552-2387;2020-06-10 04:54:17.564+00;JOG - Manual
G552-2387;2020-06-10 04:54:27.048+00;Automatic
G552-2387;2020-06-10 07:30:09.97+00;JOG - Manual
G552-2387;2020-06-10 07:30:54.298+00;Automatic
G552-2387;2020-06-10 10:15:24.894+00;JOG - Manual
G552-2387;2020-06-10 10:16:53.004+00;Automatic
G552-2387;2020-06-10 11:55:21.691+00;JOG - Manual
G552-2387;2020-06-10 12:30:41.535+00;Automatic
G552-2387;2020-06-10 12:41:25.27+00;JOG - Manual
G552-2387;2020-06-10 13:02:01.801+00;Automatic
G552-2387;2020-06-10 13:02:39.019+00;JOG - Manual
G552-2387;2020-06-10 13:10:59.394+00;Automatic
G552-2387;2020-06-10 13:11:31.176+00;MDA/MDI
G552-2387;2020-06-10 13:13:48.41+00;JOG - Manual
G552-2387;2020-06-10 13:14:38.613+00;Automatic
G552-2387;2020-06-10 13:14:44.473+00;MDA/MDI
G552-2387;2020-06-10 13:15:16.41+00;JOG - Manual
G552-2387;2020-06-10 13:15:17.785+00;Automatic
G552-2387;2020-06-10 18:43:18.236+00;JOG - Manual
G552-2387;2020-06-10 18:44:26.392+00;Automatic
G552-2387;2020-06-10 18:49:54.407+00;JOG - Manual
G552-2387;2020-06-10 18:52:57.329+00;Automatic
G552-2387;2020-06-10 22:39:48.97+00;MDA/MDI
G552-2387;2020-06-10 22:40:07.282+00;Automatic
G552-2387;2020-06-11 02:21:59.814+00;JOG - Manual
G552-2387;2020-06-11 02:25:22.907+00;Automatic
G552-2387;2020-06-11 06:49:50.254+00;JOG - Manual
G552-2387;2020-06-11 06:51:06.692+00;Automatic
G552-2387;2020-06-11 08:00:01.031+00;
G552-2387;2020-06-11 08:01:12.201+00;Automatic
G552-2387;2020-06-11 08:37:02.161+00;JOG - Manual
G552-2387;2020-06-11 08:37:05.646+00;Automatic
G552-2387;2020-06-11 08:41:29.29+00;JOG - Manual
G552-2387;2020-06-11 08:44:53.588+00;Automatic
G552-2387;2020-06-16 08:01:14.898+00;
G552-2387;2020-06-16 08:02:07.383+00;Automatic
G552-2387;2020-06-16 09:25:57.07+00;JOG - Manual
G552-2387;2020-06-16 09:47:30.477+00;MDA/MDI
G552-2387;2020-06-16 09:48:56.133+00;JOG - Manual
G552-2387;2020-06-16 10:00:57.117+00;Automatic
G552-2387;2020-06-16 10:10:13.836+00;JOG - Manual
G552-2387;2020-06-16 10:12:03.492+00;Automatic
G552-2387;2020-06-16 11:52:27.805+00;JOG - Manual
G552-2387;2020-06-16 12:04:51.695+00;MDA/MDI
G552-2387;2020-06-16 12:11:52.805+00;JOG - Manual
G552-2387;2020-06-16 12:34:56.977+00;Automatic
G552-2387;2020-06-16 12:41:41.93+00;JOG - Manual
G552-2387;2020-06-16 12:44:04.711+00;Automatic
G552-2387;2020-06-16 12:44:24.758+00;JOG - Manual
G552-2387;2020-06-16 12:44:53.273+00;Automatic
G552-2387;2020-06-16 12:56:39.086+00;JOG - Manual
G552-2387;2020-06-16 12:58:59.992+00;Automatic
G552-2387;2020-06-16 12:59:22.477+00;JOG - Manual
G552-2387;2020-06-16 12:59:38.414+00;Automatic
G552-2387;2020-06-16 16:43:33.29+00;JOG - Manual
G552-2387;2020-06-16 16:53:00.274+00;Automatic
G552-2387;2020-06-16 16:59:00.149+00;JOG - Manual
G552-2387;2020-06-16 17:03:14.762+00;Automatic
G552-2387;2020-06-16 17:09:25.012+00;JOG - Manual
G552-2387;2020-06-16 17:09:38.997+00;Automatic
G552-2387;2020-06-16 18:57:48.875+00;JOG - Manual
G552-2387;2020-06-16 18:59:37.203+00;Automatic
G552-2387;2020-06-16 20:08:58.266+00;JOG - Manual
G552-2387;2020-06-16 20:18:40.109+00;Automatic
G552-2387;2020-06-16 20:19:06.625+00;JOG - Manual
G552-2387;2020-06-16 20:19:37.578+00;Automatic
G552-2387;2020-06-16 22:02:45.821+00;JOG - Manual
G552-2387;2020-06-16 22:28:20.323+00;Automatic
G552-2387;2020-06-17 05:27:52.604+00;JOG - Manual
G552-2387;2020-06-17 05:28:10.058+00;Automatic
G552-2387;2020-06-17 05:28:54.854+00;JOG - Manual
G552-2387;2020-06-17 05:29:19.558+00;Automatic
G552-2387;2020-06-17 08:00:46.31+00;
G552-2387;2020-06-17 08:02:20.703+00;Automatic
G552-2387;2020-06-17 08:40:02.969+00;JOG - Manual
G552-2387;2020-06-17 09:22:14.703+00;Automatic
G552-2387;2020-06-17 10:30:08.375+00;JOG - Manual
G552-2387;2020-06-17 10:30:16.328+00;Automatic
G552-2387;2020-06-17 17:54:51.659+00;JOG - Manual
G552-2387;2020-06-17 17:59:08.268+00;Automatic
G552-2387;2020-06-17 18:07:30.284+00;JOG - Manual
G552-2387;2020-06-17 18:08:58.018+00;Automatic
G552-2387;2020-06-17 18:17:12.612+00;JOG - Manual
G552-2387;2020-06-17 18:26:03.268+00;MDA/MDI
G552-2387;2020-06-17 18:26:15.112+00;JOG - Manual
G552-2387;2020-06-17 18:28:27.815+00;MDA/MDI
G552-2387;2020-06-17 18:29:09.096+00;JOG - Manual
G552-2387;2020-06-17 18:29:27.831+00;MDA/MDI
G552-2387;2020-06-17 18:29:39.831+00;JOG - Manual
G552-2387;2020-06-17 18:30:47.69+00;MDA/MDI
G552-2387;2020-06-17 18:31:17.065+00;JOG - Manual
G552-2387;2020-06-17 18:53:22.721+00;Automatic
G552-2387;2020-06-18 08:00:53.258+00;
G552-2387;2020-06-18 08:02:23.965+00;Automatic
G552-2387;2020-06-18 08:40:20.293+00;JOG - Manual
G552-2387;2020-06-18 08:41:21.903+00;Automatic
G552-2387;2020-06-18 08:41:37.387+00;JOG - Manual
G552-2387;2020-06-18 09:03:17.543+00;Automatic
G552-2387;2020-06-18 09:03:49.012+00;JOG - Manual
G552-2387;2020-06-18 09:05:09.231+00;Automatic
G552-2387;2020-06-18 09:28:57.715+00;JOG - Manual
G552-2387;2020-06-18 09:30:41.809+00;Automatic
G552-2387;2020-06-18 10:44:54.34+00;JOG - Manual
G552-2387;2020-06-18 10:47:23.621+00;Automatic
G552-2387;2020-06-18 11:06:52.59+00;JOG - Manual
G552-2387;2020-06-18 11:25:46.746+00;Automatic
G552-2387;2020-06-18 12:17:32.371+00;JOG - Manual
G552-2387;2020-06-18 12:17:51.918+00;Automatic
G552-2387;2020-06-18 16:15:37.357+00;JOG - Manual
G552-2387;2020-06-18 16:17:27.373+00;MDA/MDI
G552-2387;2020-06-18 16:19:47.248+00;JOG - Manual
G552-2387;2020-06-18 16:21:25.451+00;Automatic
G552-2387;2020-06-18 16:35:22.67+00;JOG - Manual
G552-2387;2020-06-18 16:35:58.451+00;Automatic
G552-2387;2020-06-18 20:15:57.795+00;JOG - Manual
G552-2387;2020-06-18 20:17:36.685+00;Automatic
G552-2387;2020-06-18 21:29:53.271+00;JOG - Manual
G552-2387;2020-06-18 21:30:31.818+00;Automatic
G552-2387;2020-06-18 21:34:33.459+00;JOG - Manual
G552-2387;2020-06-18 21:39:33.474+00;Automatic
G552-2387;2020-06-18 21:40:18.63+00;JOG - Manual
G552-2387;2020-06-18 21:41:00.24+00;Automatic
G552-2387;2020-06-18 22:03:41.131+00;MDA/MDI
G552-2387;2020-06-18 22:04:05.288+00;Automatic
G552-2387;2020-06-18 22:11:13.334+00;JOG - Manual
G552-2387;2020-06-18 22:28:05.85+00;Automatic
G552-2387;2020-06-18 22:30:28.678+00;JOG - Manual
G552-2387;2020-06-18 22:30:45.631+00;Automatic
G552-2387;2020-06-19 03:20:13.04+00;JOG - Manual
G552-2387;2020-06-19 03:22:36.337+00;Automatic
G552-2387;2020-06-19 08:01:00.493+00;
G552-2387;2020-06-19 08:02:25.702+00;Automatic
G552-2387;2020-06-19 09:52:24.562+00;JOG - Manual
G552-2387;2020-06-19 09:52:29.796+00;MDA/MDI
G552-2387;2020-06-19 10:04:05.265+00;JOG - Manual
G552-2387;2020-06-19 10:18:58.281+00;MDA/MDI
G552-2387;2020-06-19 10:19:49.968+00;Automatic
G552-2387;2020-06-19 12:39:54.703+00;JOG - Manual
G552-2387;2020-06-19 12:44:20.703+00;Automatic
G552-2387;2020-06-19 12:45:00.281+00;JOG - Manual
G552-2387;2020-06-19 12:45:12.719+00;Automatic
G552-2387;2020-06-19 13:27:07.828+00;JOG - Manual
G552-2387;2020-06-19 13:27:22.422+00;Automatic
G552-2387;2020-06-19 13:41:04.219+00;JOG - Manual
G552-2387;2020-06-19 13:42:03.766+00;Automatic
G552-2387;2020-06-19 13:45:08.391+00;JOG - Manual
G552-2387;2020-06-19 13:45:15.594+00;MDA/MDI
G552-2387;2020-06-19 13:46:20.688+00;JOG - Manual
G552-2387;2020-06-19 13:59:26.813+00;Automatic
G552-2387;2020-06-19 14:02:17.203+00;JOG - Manual
G552-2387;2020-06-19 14:04:09.781+00;Automatic
G552-2387;2020-06-19 14:06:12.094+00;JOG - Manual
G552-2387;2020-06-19 14:06:38.25+00;Automatic
G552-2387;2020-06-19 14:08:00.297+00;JOG - Manual
G552-2387;2020-06-19 14:08:07.469+00;Automatic
G552-2387;2020-06-19 14:25:37.985+00;JOG - Manual
G552-2387;2020-06-19 14:37:21.531+00;Automatic
G552-2387;2020-06-19 14:43:12.656+00;JOG - Manual
G552-2387;2020-06-19 14:43:32.875+00;Automatic
G552-2387;2020-06-19 14:44:07.797+00;JOG - Manual
G552-2387;2020-06-19 14:46:29.235+00;Automatic
G552-2387;2020-06-19 14:48:24.625+00;JOG - Manual
G552-2387;2020-06-19 14:49:28.969+00;Automatic
G552-2387;2020-06-19 14:52:40.016+00;JOG - Manual
G552-2387;2020-06-19 14:52:55.469+00;Automatic
G552-2387;2020-06-19 14:59:23.095+00;JOG - Manual
G552-2387;2020-06-19 15:04:37.095+00;Automatic
G552-2387;2020-06-19 15:19:07.423+00;JOG - Manual
G552-2387;2020-06-19 16:22:46.61+00;Automatic
G552-2387;2020-06-19 17:27:22.783+00;JOG - Manual
G552-2387;2020-06-19 17:30:08.439+00;Automatic
G552-2387;2020-06-19 18:33:38.329+00;JOG - Manual
G552-2387;2020-06-19 18:33:45.314+00;Automatic
G552-2387;2020-06-19 18:55:19.782+00;JOG - Manual
G552-2387;2020-06-19 18:55:36.314+00;Automatic
G552-2387;2020-06-19 19:19:59.064+00;JOG - Manual
G552-2387;2020-06-19 19:45:27.111+00;Automatic
G552-2387;2020-06-19 20:12:14.455+00;JOG - Manual
G552-2387;2020-06-19 21:12:15.226+00;Automatic
G552-2387;2020-06-19 21:15:23.429+00;JOG - Manual
G552-2387;2020-06-19 21:17:11.819+00;Automatic
G552-2387;2020-06-19 21:20:21.054+00;JOG - Manual
G552-2387;2020-06-19 21:21:40.757+00;Automatic
G552-2387;2020-06-19 21:22:54.194+00;JOG - Manual
G552-2387;2020-06-19 21:27:58.116+00;Automatic
G552-2387;2020-06-19 21:40:52.522+00;JOG - Manual
G552-2387;2020-06-19 21:41:14.038+00;Automatic
G552-2387;2020-06-19 21:43:52.319+00;JOG - Manual
G552-2387;2020-06-19 21:52:20.897+00;Automatic
G552-2387;2020-06-19 21:53:41.694+00;MDA/MDI
G552-2387;2020-06-19 21:53:42.647+00;JOG - Manual
G552-2387;2020-06-19 21:53:52.757+00;MDA/MDI
G552-2387;2020-06-19 21:54:06.585+00;JOG - Manual
G552-2387;2020-06-19 21:55:16.397+00;MDA/MDI
G552-2387;2020-06-19 21:56:55.851+00;JOG - Manual
G552-2387;2020-06-19 21:57:33.976+00;MDA/MDI
G552-2387;2020-06-19 21:58:19.429+00;JOG - Manual
G552-2387;2020-06-19 21:59:17.382+00;MDA/MDI
G552-2387;2020-06-19 21:59:51.569+00;JOG - Manual
G552-2387;2020-06-19 22:00:25.257+00;MDA/MDI
G552-2387;2020-06-19 22:00:57.382+00;JOG - Manual
G552-2387;2020-06-19 22:02:07.897+00;MDA/MDI
G552-2387;2020-06-19 22:03:01.882+00;JOG - Manual
G552-2387;2020-06-19 22:07:01.226+00;Automatic
G552-2387;2020-06-19 22:10:52.179+00;JOG - Manual
G552-2387;2020-06-19 22:12:13.444+00;Automatic
G552-2387;2020-06-19 22:12:17.788+00;MDA/MDI
G552-2387;2020-06-19 22:15:13.804+00;JOG - Manual
G552-2387;2020-06-19 22:15:44.319+00;Automatic
G552-2387;2020-06-19 22:18:09.851+00;JOG - Manual
G552-2387;2020-06-19 22:20:41.335+00;MDA/MDI
G552-2387;2020-06-19 22:21:09.726+00;JOG - Manual
G552-2387;2020-06-19 22:26:04.288+00;MDA/MDI
G552-2387;2020-06-19 22:26:52.757+00;JOG - Manual
G552-2387;2020-06-19 22:27:56.397+00;Automatic
G552-2387;2020-06-19 22:31:11.757+00;JOG - Manual
G552-2387;2020-06-19 22:31:48.319+00;MDA/MDI
G552-2387;2020-06-19 22:32:07.944+00;JOG - Manual
G552-2387;2020-06-19 22:51:21.82+00;MDA/MDI
G552-2387;2020-06-19 22:52:15.742+00;JOG - Manual
G552-2387;2020-06-19 22:53:12.008+00;MDA/MDI
G552-2387;2020-06-19 22:54:59.523+00;JOG - Manual
G552-2387;2020-06-19 22:55:37.18+00;MDA/MDI
G552-2387;2020-06-19 23:07:16.836+00;Automatic
G552-2387;2020-06-20 01:38:40.665+00;JOG - Manual
G552-2387;2020-06-20 01:39:28.525+00;Automatic
G552-2387;2020-06-20 01:39:30.134+00;JOG - Manual
G552-2387;2020-06-20 01:40:04.665+00;Automatic
G552-2387;2020-06-20 01:57:32.417+00;JOG - Manual
G552-2387;2020-06-20 02:16:22.511+00;Automatic
G552-2387;2020-06-20 02:26:12.745+00;JOG - Manual
G552-2387;2020-06-20 02:30:27.839+00;Automatic
G552-2387;2020-06-20 03:46:52.842+00;JOG - Manual
G552-2387;2020-06-20 03:48:03.123+00;Automatic
G552-2387;2020-06-20 03:49:35.373+00;JOG - Manual
G552-2387;2020-06-20 03:49:36.279+00;Automatic
G552-2387;2020-06-20 04:09:19.31+00;JOG - Manual
G552-2387;2020-06-20 04:13:47.81+00;Automatic
G552-2387;2020-06-20 04:15:34.232+00;JOG - Manual
G552-2387;2020-06-20 04:16:06.295+00;Automatic
G552-2387;2020-06-20 07:34:42.405+00;JOG - Manual
G552-2387;2020-06-20 07:35:11.186+00;Automatic
G552-2387;2020-06-20 09:53:37.689+00;JOG - Manual
G552-2387;2020-06-20 09:54:15.642+00;Automatic
G552-2387;2020-06-20 10:15:53.501+00;JOG - Manual
G552-2387;2020-06-20 10:17:13.205+00;Automatic
G552-2387;2020-06-20 10:18:37.298+00;JOG - Manual
G552-2387;2020-06-20 10:18:43.767+00;Automatic
G552-2387;2020-06-20 11:16:53.049+00;JOG - Manual
G552-2387;2020-06-20 11:18:13.83+00;MDA/MDI
G552-2387;2020-06-20 11:21:12.752+00;JOG - Manual
G552-2387;2020-06-20 11:39:56.207+00;Automatic
G552-2387;2020-06-20 12:00:26.598+00;JOG - Manual
G552-2387;2020-06-20 12:01:50.129+00;Automatic
G552-2387;2020-06-20 12:45:53.02+00;JOG - Manual
G552-2387;2020-06-20 12:49:55.551+00;Automatic
G552-2387;2020-06-20 12:51:31.723+00;JOG - Manual
G552-2387;2020-06-20 12:59:45.76+00;Automatic
G552-2387;2020-06-20 13:16:50.729+00;JOG - Manual
G552-2387;2020-06-20 13:18:09.448+00;Automatic
G552-2387;2020-06-20 14:01:50.277+00;JOG - Manual
G552-2387;2020-06-20 14:02:08.183+00;Automatic
G552-2387;2020-06-20 17:00:08.909+00;JOG - Manual
G552-2387;2020-06-20 17:17:10.238+00;Automatic
G552-2387;2020-06-20 20:55:44.843+00;JOG - Manual
G552-2387;2020-06-20 20:56:01.738+00;Automatic
G552-2387;2020-06-20 21:37:16.795+00;JOG - Manual
G552-2387;2020-06-20 21:37:29.951+00;Automatic
G552-2387;2020-06-20 21:45:11.046+00;JOG - Manual
G552-2387;2020-06-23 08:44:34.349+00;Automatic
G552-2387;2020-06-23 09:09:15.568+00;JOG - Manual
G552-2387;2020-06-23 09:12:29.053+00;Automatic
G552-2387;2020-06-23 09:22:29.006+00;JOG - Manual
G552-2387;2020-06-23 09:23:08.521+00;Automatic
G552-2387;2020-06-23 10:14:27.865+00;JOG - Manual
G552-2387;2020-06-23 10:14:35.459+00;Automatic
G552-2387;2020-06-23 10:44:50.115+00;JOG - Manual
G552-2387;2020-06-23 10:47:03.599+00;Automatic
G552-2387;2020-06-23 13:25:42.053+00;JOG - Manual
G552-2387;2020-06-23 13:27:25.646+00;Automatic
G552-2387;2020-06-23 13:28:12.068+00;JOG - Manual
G552-2387;2020-06-23 13:28:42.396+00;Automatic
G552-2387;2020-06-23 14:32:35.396+00;JOG - Manual
G552-2387;2020-06-23 14:34:13.381+00;MDA/MDI
G552-2387;2020-06-23 14:34:17.068+00;JOG - Manual
G552-2387;2020-06-23 14:34:52.099+00;MDA/MDI
G552-2387;2020-06-23 14:35:28.912+00;Automatic
G552-2387;2020-06-23 15:16:17.474+00;JOG - Manual
G552-2387;2020-06-23 15:23:35.334+00;Automatic
G552-2387;2020-06-23 15:40:26.553+00;JOG - Manual
G552-2387;2020-06-23 16:35:59.396+00;Automatic
G552-2387;2020-06-23 16:36:27.318+00;JOG - Manual
G552-2387;2020-06-23 16:36:45.787+00;Automatic
G552-2387;2020-06-23 16:40:18.178+00;JOG - Manual
G552-2387;2020-06-23 16:41:27.678+00;Automatic
G552-2387;2020-06-23 16:42:00.224+00;JOG - Manual
G552-2387;2020-06-23 16:42:08.521+00;Automatic
G552-2387;2020-06-23 16:42:40.006+00;JOG - Manual
G552-2387;2020-06-23 16:51:28.693+00;Automatic
G552-2387;2020-06-23 16:51:40.537+00;JOG - Manual
G552-2387;2020-06-23 16:52:21.224+00;Automatic
G552-2387;2020-06-23 17:31:55.209+00;JOG - Manual
G552-2387;2020-06-23 17:33:03.521+00;Automatic
G552-2387;2020-06-23 17:34:20.115+00;MDA/MDI
G552-2387;2020-06-23 17:43:00.662+00;JOG - Manual
G552-2387;2020-06-23 17:54:28.521+00;Automatic
G552-2387;2020-06-23 18:00:39.724+00;JOG - Manual
G552-2387;2020-06-23 18:05:44.771+00;Automatic
G552-2387;2020-06-23 18:12:50.678+00;JOG - Manual
G552-2387;2020-06-23 18:13:32.506+00;MDA/MDI
G552-2387;2020-06-23 18:14:04.521+00;JOG - Manual
G552-2387;2020-06-23 18:17:06.521+00;Automatic
G552-2387;2020-06-23 19:32:38.646+00;JOG - Manual
G552-2387;2020-06-23 19:33:09.521+00;Automatic
G552-2387;2020-06-23 20:11:38.193+00;JOG - Manual
G552-2387;2020-06-23 20:13:18.599+00;Automatic
G552-2387;2020-06-23 22:32:47.054+00;JOG - Manual
G552-2387;2020-06-23 22:33:35.117+00;Automatic
G552-2387;2020-06-23 22:55:16.508+00;JOG - Manual
G552-2387;2020-06-23 22:55:54.867+00;Automatic
G552-2387;2020-06-23 23:01:16.833+00;JOG - Manual
G552-2387;2020-06-23 23:03:48.646+00;Automatic
G552-2387;2020-06-23 23:03:57.208+00;JOG - Manual
G552-2387;2020-06-23 23:04:20.974+00;Automatic
G552-2387;2020-06-23 23:06:19.771+00;JOG - Manual
G552-2387;2020-06-23 23:06:37.286+00;Automatic
G552-2387;2020-06-23 23:11:14.286+00;JOG - Manual
G552-2387;2020-06-23 23:11:43.88+00;Automatic
G552-2387;2020-06-23 23:35:39.052+00;JOG - Manual
G552-2387;2020-06-23 23:37:19.568+00;Automatic
G552-2387;2020-06-24 01:08:36.068+00;JOG - Manual
G552-2387;2020-06-24 01:09:13.459+00;Automatic
G552-2387;2020-06-24 01:12:20.615+00;JOG - Manual
G552-2387;2020-06-24 01:22:09.381+00;Automatic
